Serial Number,Title,Publication Year,Author/Organization,Link,PDF Title,"Review (1 = Updated on sheet, 2 = Found on Drive but not on sheet; 3 = Did not find on Drive)"
2827,Flood Risk and Public Health: An Unlikely Partnership in the Fight Against COVID-19,2020,"Xueliang Cai, Rabindra P. Osti",https://blogs.adb.org/blog/flood-risk-and-public-health-unlikely-partnership-fight-against-covid-19,Flood risk and public health,
2828,Food Insecurity,-,OASH,https://health.gov/healthypeople/priority-areas/social-determinants-health/literature-summaries/food-insecurity,Food Insecurity,
2824,Carbon Tax,2021,Sreelakshmi Kumar,https://barenecessities.in/blogs/news/carbon-tax,For the #oneearth we have,
2825,"
8.7 Million Dead Per Year from Fossil Fuel Pollution",2022,David Douek,https://www.beeco.green/blog/fossil-fuel-pollution/,Fossil Pollution,
2826,"Friday round up: Syria, Piketty pushes back, Universal Health Coverage, GMOs to fight hunger, and Brazil",2014,World Bank,https://blogs.worldbank.org/developmenttalk/friday-round-syria-piketty-pushes-back-universal-health-coverage-gmos-fight-hunger-and-brazil,"Friday round up Syria, Piketty pushes back, Universal Health Coverage, GMOs to fight hunger, and Brazil",
2827,"Friday Roundup: Agricultural Productivity & Poverty Reduction in Bangladesh, International Day for the Eradication of Poverty, A conversation with Yang Lan on Ending Extreme Poverty, Measuring Poverty, and Universal Health",2014,World Bank,https://blogs.worldbank.org/developmenttalk/friday-roundup-agricultural-productivity-poverty-reduction-bangladesh-international-day-eradication,Friday Roundup Agricultural Productivity & Poverty Reduction in Bangladesh,
2828,From Old Taboo to New Consensus: ‘Industrial Policy’ and ‘Competitive Industries’ (Pt 2),2012,CHRISTOPHER COLFORD,https://blogs.worldbank.org/psd/from-old-taboo-to-new-consensus-industrial-policy-and-competitive-industries-pt-2,From Old Taboo to New Consensus,
2824,The future of water: How innovations will advance water sustainability and resilience worldwide,2020,CHLOË OLIVER VIOLA,https://blogs.worldbank.org/water/future-water-how-innovations-will-advance-water-sustainability-and-resilience-worldwide,future of water,
2825,The gamification of education,2016,MARIAM ADIL,https://blogs.worldbank.org/education/gamification-education,Gamification of education,
2826,"Where are the evidence gaps in the water, sanitation and hygiene sector?",2018,Hannah Chirgwin,https://www.3ieimpact.org/blogs/where-are-evidence-gaps-water-sanitation-and-hygiene-sector,Gaps in WASH,
2827,Minding the Gap: Gender Equality and Trade in Africa,2014,MALEELE CHOONGO,https://blogs.worldbank.org/nasikiliza/minding-gap-gender-equality-and-trade-africa,GE africa,
2828,Cervical Cancer Undermines Gender Equality in Africa,2012,PATRICIO V. MARQUEZ,https://blogs.worldbank.org/africacan/cervical-cancer-undermines-gender-equality-in-africa,GE africa cc,
2824,Schools are teaching 10 million girls to code; gender equality is a real possibility,2018,HADI PARTOVI,https://blogs.worldbank.org/education/schools-are-teaching-10-million-girls-code-gender-equality-real-possibility,GE code million girls,
2825,"Published on Governance for Development
In the fight for gender equality, what is not in the budget is demagoguery",2022,ARTURO HERRERA GUTIERREZHANA BRIXI,https://blogs.worldbank.org/governance/fight-gender-equality-what-not-budget-demagoguery,GE demogaugary,
2826,Staying on track: New creative calendar highlights gender equality issues in the energy sector,2020,INKA SCHOMER & NIKI ANGELOU,https://blogs.worldbank.org/energy/staying-track-new-creative-calendar-highlights-gender-equality-issues-energy-sector,GE energy,
2827,Artists’ renditions of the ‘Girl Effect’ reinforce gender equality theme,2011,AUDREY LIOUNIS,https://blogs.worldbank.org/voices/artists-renditions-of-the-girl-effect-reinforce-gender-equality-theme,GE girl effect,
2828,Moving towards gender equality in Bhutan,2018,TENZIN LHADEN,https://blogs.worldbank.org/endpovertyinsouthasia/moving-towards-gender-equality-bhutan,GE in Bhutan,
2824,Gender equality in health – still a long way to go,2022,JUAN PABLO URIBE,https://blogs.worldbank.org/health/gender-equality-health-still-long-way-go,Ge in health,
2825,Gender equality in Laos: first impressions can be deceptive,2013,HELENE CARLSSON REX,https://blogs.worldbank.org/eastasiapacific/gender-equality-in-laos-first-impressions-can-be-deceptive,GE in Laos,
2826,The long road to gender equality in Nepal,2017,RICHA BHATTARAI,https://blogs.worldbank.org/endpovertyinsouthasia/long-road-gender-equality-nepal,GE in Nepal,
2827,Advancing gender equality in the Pacific: a win-win for women and the economy,2022,STEPHEN NDEGWA,https://blogs.worldbank.org/eastasiapacific/advancing-gender-equality-pacific-win-win-women-and-economy,GE in Pacific,
2828,Gender in the Pacific: Can a report help improve equality?,2012,KATHERINE PATRICK,https://blogs.worldbank.org/eastasiapacific/gender-in-the-pacific-can-a-report-help-improve-equality,GE in pacific report,
2824,Gender and equality in public procurement,2021,NICHOLAS NAM,https://blogs.worldbank.org/governance/gender-and-equality-public-procurement,GE in public procurement,
2825,Is this a woman's world? Gender equality in Tanzania,2012,WALY WANEJACQUES MORISSETWALY WANE,https://blogs.worldbank.org/africacan/is-this-a-womans-world-gender-equality-in-tanzania,GE in Tanzania,
2826,Gender equality in transport is good for business: Suggestions to ensure successful gender mainstreaming,2015,CATALINA CRESPO-SANCHO,https://blogs.worldbank.org/transport/gender-equality-transport-good-business-suggestions-ensure-successful-gender-mainstreaming,GE in transport business,
2827,Gender-smart infrastructure improves gender equality in South Asia,2022,GUANGZHE CHEN,https://blogs.worldbank.org/endpovertyinsouthasia/gender-smart-infrastructure-improves-gender-equality-south-asia,GE infrastructure,
2828,A new primer to help think about gender equality in infrastructure PPPs,2019,JORDAN Z. SCHWARTZ & CAREN GROWN,https://blogs.worldbank.org/ppps/new-primer-help-think-about-gender-equality-infrastructure-ppps,GE infrastructure new,
2824,"Gender equality is a moral, legal and economic imperative",2023,CHRISTOPHER STEPHENS,https://blogs.worldbank.org/arabvoices/gender-equality-moral-legal-and-economic-imperative,GE moral legal,
2825,"For Mozambique, promoting biodiversity conservation includes gender equality",2020,"AMANDA JERNECK, CARMEN LAHOZ RALLO",https://blogs.worldbank.org/nasikiliza/mozambique-promoting-biodiversity-conservation-includes-gender-equality,GE mozambique,
2826,Gender equality hits the highway in Northern Brazil,2017,"SATOSHI OGITA, KARLA DOMINGUEZ GONZALEZ & RENATA GIANNINI",https://blogs.worldbank.org/transport/gender-equality-hits-highway-northern-brazil,GE northern Brazil,
2827,Working on gender equality - one house at a time,2022,GISELA FERRAR & IMICHELLE MORANDOTTI,https://blogs.worldbank.org/sustainablecities/working-gender-equality-one-house-time,GE one house at a time,
2828,The musings of a woman on gender equality or is it inequality? - Part One,2013,World Bank,https://blogs.worldbank.org/arabvoices/musings-woman-gender-equality-or-it-inequality,GE or inequality,
2824,Legislating gender equality in the workplace through pay transparency,2020,KATHLEEN BEEGLE,https://blogs.worldbank.org/impactevaluations/legislating-gender-equality-workplace-through-pay-transparency,GE pay transperancy,
2825,Can gender equality prevent violent conflict?,2018,CATALINA CRESPO-SANCHO,https://blogs.worldbank.org/dev4peace/can-gender-equality-prevent-violent-conflict,GE prevent conflict,
2826,Gender Equality: Smart Economics & Smart Business,2012,RACHEL KYTE,https://blogs.worldbank.org/voices/gender-equality-smart-economics-smart-business,GE smart eco business,
2827,Sharing Experiences and Insights to Enhance Gender Equality in Sub-Saharan Africa,2014,PAULA TAVARES,https://blogs.worldbank.org/psd/sharing-experiences-and-insights-enhance-gender-equality-sub-saharan-africa,GE sub saharan,
2828,Working towards gender equality in Tajikistan’s labor market,2022,OZAN SEVIMLI & ALISHER RAJABOV,https://blogs.worldbank.org/europeandcentralasia/working-towards-gender-equality-tajikistans-labor-market,GE tajakistan,
2824,Gender economics and 'Think Equal',2011,MERRELL TUCK-PRIMDAHL,https://blogs.worldbank.org/developmenttalk/gender-economics-and-think-equal,GE think equal,
2825,"For Gender Equality to Thrive, Gender Equity Needs All Hands on Deck",2023,AMAKA MOMAH-HARUNA,https://blogs.worldbank.org/africacan/gender-equality-thrive-gender-equity-needs-all-hands-deck,GE to thrive,
2826,Filling in knowledge gaps on gender equality in transportation,2021,"NATO KURSHITASHVILI, KARLA GONZALEZ CARVAJAL & CLEMENCIA MUÑOZ TAMAYO",https://blogs.worldbank.org/transport/filling-knowledge-gaps-gender-equality-transportation,GE transportation gaps,
2827,Gender equality: Unleashing the real wealth of nations,2019,ANNETTE DIXON,https://blogs.worldbank.org/voices/gender-equality-unleashing-real-wealth-nations,GE wealth of nations,
2828,MDG3: Large differences in gender equality between and within countries,2015,MASAKO HIRAGA,https://blogs.worldbank.org/opendata/mdg3-large-differences-gender-equality-between-and-within-countries,GE within countries,
2824,"Girls’ education, gender equality, and the role of civil society",2020,QUENTIN WODON,https://blogs.worldbank.org/education/girls-education-gender-equality-and-role-civil-society,Gender education civic,
2825,The path toward gender equality in Chile,2020,"ISABEL SANTAGOSTINO RECAVARREN, NISHA AREKAPUDI",https://blogs.worldbank.org/latinamerica/path-toward-gender-equality-chile,gender equality chile,
2826,Gender equality in time,2011,AIDA HADDAD,https://blogs.worldbank.org/arabvoices/gender-equality-time,gender equality in time,
2827,Why Gender Matters in Water and Sanitation,2012,World Bank,https://blogs.worldbank.org/water/why-gender-matters-in-water-and-sanitation,gender in water,
2828,Gender mainstreaming in Indonesia’s mining industry,2020,BALADA AMORHERA SUSANTISAFURA INTAN HERLUSIA,https://blogs.worldbank.org/eastasiapacific/gender-mainstreaming-indonesias-mining-industry,Gender mainstreaming in Indonesia’s mining industry,
2824,"Geography, Infrastructure and Poverty Reduction",2010,ELIANA CARDOSO,https://blogs.worldbank.org/endpovertyinsouthasia/geography-infrastructure-and-poverty-reduction,"Geography, Infrastructure and Poverty Reduction",
2825,Getting it right by measuring it right: New global tools for measuring child development in the preschool years,2023,DIEGO LUNA-BAZALDUAADELLE PUSHPARATNAMTAMARA ARNOLD URZUAMARIE-HELENE CLOUTIER,https://blogs.worldbank.org/education/getting-it-right-measuring-it-right-new-global-tools-measuring-child-development,Getting it right by measuring it right,
2826,Global Hunger Index: Community level interventions necessary to end hunger in India,2019,"Anonna Dutt
",https://www.hindustantimes.com/india-news/global-hunger-index-community-level-interventions-necessary-to-end-hunger-in-india/story-jHchFUsL3GDvLWCILfu8CP.html,Global Hunger Index Community level interventions necessary to end hunger in India,
2827,Global Infrastructure Forum maps out route towards delivering sustainable infrastructure,2017,AMAL-LEE AMIN,https://blogs.worldbank.org/ppps/global-infrastructure-forum-maps-out-route-towards-delivering-sustainable-infrastructure,Global Infrastructure Forum maps out route towards delivering sustainable infrastructure,
2828,Global Sanitation Targets Risk Missing the Mark on Hygiene and Health Linkages,2012,World Bank,https://blogs.worldbank.org/water/missing-the-mark-on-hygiene-and-health-linkages,global sanitation targets,
2824,"Globally, periods are causing girls to be absent from school",2016,"ONI LUSK-STOVER, ROSEMARY ROP, ELAINE TINSLEY, TAMER SAMAH RABIE",https://blogs.worldbank.org/education/globally-periods-are-causing-girls-be-absent-school,"Globally, periods are causing girls to be absent from school",
2825,"What is green hydrogen, and how can it be used to build a healthier planet?",2023,Neste,https://journeytozerostories.neste.com/green-hydrogen,Green hydrogen,
2826,Greenwashing in the spotlight: will the green come out in the wash?,2023,Mike Scott,https://journeytozerostories.neste.com/what-is-greenwashing,Greenwashing in spotlight,
2827,Growth promotion or poverty reduction? Who cares?,2005,TIM HARFORD,https://blogs.worldbank.org/psd/growth-promotion-or-poverty-reduction-who-cares,Growth promotion or poverty reduction,
2828,"
101 Guide to Sustainable Consumption and Production (SCP)",2022,Jonathan Davies,https://www.beeco.green/scp/sustainable-consumption-and-production/,Guide to Consumption & Production 101,
2824,Haiti: sowing the seeds for better nutrition,2011,MARIE CHANTAL MESSIER,https://blogs.worldbank.org/latinamerica/haiti-sowing-the-seeds-for-better-nutrition,Haiti sowing the seeds for better nutrition,
2825,Handwashing and hygiene: measuring behaviour change,2015,Om Prasad Gautam,https://washmatters.wateraid.org/blog/handwashing-and-hygiene-measuring-behaviour-change,Handwashing & hygeine beh change,
2826,"For Healthier Cities, It's Time We Gave Them Some (Green) Space",2020,"Jayati Nigam, Deborah Robertson, Erin Jan Sinogba",https://blogs.adb.org/blog/for-healthier-cities-it-s-time-we-gave-them-some-green-space,healthier cities,
2827,We Need to Help Small Businesses on the Front Lines of Water and Sanitation in Asia,2022,"Pamela Bracey, Christian Walder, Allison Woodruff",https://blogs.adb.org/blog/we-need-help-small-businesses-front-lines-water-and-sanitation-asia,Help Small Businesses,
2828,Helping farmers prevent hunger in Ebola-hit countries,2015,ABDOULAYE TOURE,https://blogs.worldbank.org/health/helping-farmers-prevent-hunger-ebola-hit-countries,Helping farmers prevent hunger in Ebola-hit countries,
2824,InfraCompass: Helping governments set their infrastructure policies in the right direction,2017,CHRIS HEATHCOTE,https://blogs.worldbank.org/ppps/infracompass-helping-governments-set-their-infrastructure-policies-right-direction,Helping governments set their infrastructure policies in the right direction,
2825,Hitting The Ground Flowing: Ways to Sustainably Manage Groundwater Supply and Demand,2022,"Au Shion Yee, Lan N. Le",https://blogs.adb.org/blog/hitting-ground-flowing-ways-sustainably-manage-groundwater-supply-and-demand,Hitting the ground flowing,
2826,Honduras: Are high food prices fueling child malnutrition?,2011,MARIE CHANTAL MESSIER,https://blogs.worldbank.org/latinamerica/honduras-are-high-food-prices-fueling-child-malnutrition,Honduras Are high food prices fueling child malnutrition,
2827,Countries must seize opportunity to build infrastructure sustainably in the wake of COVID-19,2020,NGHI QUY NGUYENPHUONG THI MINH TRANNGAN HONG NGUYEN,https://blogs.worldbank.org/eastasiapacific/honoring-local-culture-new-way-sustain-infrastructure,Honoring local culture,
2828,How can water utilities provide reliable water to poor people in African cities?,2016,"CHRIS HEYMANS, ROLFE EBERHARD, DAVID EHRHARDT, SHANNON RILEY",https://blogs.worldbank.org/water/how-can-water-utilities-provide-reliable-water-poor-people-african-cities,how can water utilities africa,
2824,How can we encourage institutional investors to make climate friendly decisions?,2021,"Dr Alex Gyani, Saul Wodak, Zoe Powell",https://www.bi.team/blogs/how-can-we-encourage-institutional-investors-to-make-climate-friendly-decisions/,How can we encourage investments climate friendly,
2825,How community-based early childhood programs can impact child development,2017,AMER HASANRAQUEL LESLIENOZOMI NAKAJIMA,https://blogs.worldbank.org/education/how-community-based-early-childhood-programs-can-impact-child-development,How community-based early childhood programs can impact child development,
2826,How countries can better deliver on nutrition,2023,JUAN PABLO URIBE,https://blogs.worldbank.org/health/how-countries-can-better-deliver-nutrition,How countries can better deliver on nutrition,
2827,How does infrastructure support sustainable growth?,2022,MARIA VAGLIASINDI,https://blogs.worldbank.org/digital-development/how-does-infrastructure-support-sustainable-growth,How does infrastructure support sustainable growth,
2828,How land rights institutions affect the path to productive urbanization,2016,JEVGENIJS STEINBUKSYONGYANG CAIHARRIS SELOD,https://blogs.worldbank.org/developmenttalk/how-land-rights-institutions-affect-path-productive-urbanization,How land rights institutions affect the path to productive urbanization,
2824,How poverty reduction correlates with growth in median incomes,2019,MIYOKO ASAIDANIEL GERSZON MAHLERSILVIA MALGIOGLIOAMBAR NARAYANMINH CONG NGUYEN,https://blogs.worldbank.org/opendata/how-poverty-reduction-correlates-growth-median-incomes,How poverty reduction correlates with growth in median incomes,
2825,How to raise the quality of child caregiving in Bangladesh?,2022,TASHMINA RAHMANFARZANA SHAMSTAMARA ARNOLD URZUA,https://blogs.worldbank.org/endpovertyinsouthasia/how-raise-quality-child-caregiving-bangladesh,How to raise the quality of child caregiving in Bangladesh,
2826,How to speak Climate Change?,2021,Sreelakshmi Kumar,https://barenecessities.in/blogs/news/how-to-speak-climate-change,How to speak Climate Change,
2827,How to tackle Learning Poverty? Delivering education’s promise to children across the world,2019,JAIME SAAVEDRA,https://blogs.worldbank.org/education/how-tackle-learning-poverty-delivering-educations-promise-children-across-world,How to tackle Learning Poverty,
2828,"How to use digital infrastructure and technology for a sustainable, inclusive future",2020,JULIE ROZENBERGANNA WELLENSTEIN,https://blogs.worldbank.org/latinamerica/how-use-digital-infrastructure-and-technology-sustainable-inclusive-future,How to use digital infrastructure and technology,
2824,Hunger amid plenty: How to reduce the impact of COVID-19 on the world’s most vulnerable people,2020,MARI ELKA PANGESTU,https://blogs.worldbank.org/voices/hunger-amid-plenty-how-reduce-impact-covid-19-worlds-most-vulnerable-people,Hunger amid plenty How to reduce the impact of COVID-19 on the world’s most vulnerable people,
2825,Preparing for hurricane season: Lessons learned from risk communication to behavioral change,2023,"FRANCESCO VAROTTO, NARAYA CARRASCO, SURANGA KAHANDAWA & EMILIANO RODRIGUEZ NUESCH",https://blogs.worldbank.org/latinamerica/preparing-hurricane-season-caribbean,Hurricane communication,
2826,Hydrogen Energy Could Be Key to Carbon Neutrality in the People’s Republic of China,2021,"Jinmiao Xu, Darshak Mehta",https://blogs.adb.org/blog/hydrogen-energy-could-be-key-carbon-neutrality-people-s-republic-china,Hydrogen energy china,
2827,"WaterAid joined forces with the Hygiene and Behaviour Change Coalition, supported by UK Aid and Unilever, to help people change their lives through hygiene.",NA,Water Aid,https://washmatters.wateraid.org/the-hygiene-and-behaviour-change-coalition,Hygeine behaviour coalition,
2828,WASH: Hygiene behaviour change,NA,World Vision,https://www.wvi.org/clean-water-sanitation-and-hygiene-wash/wash-hygiene-behaviour-change,Hygiene behaviour change,
2824,ICT and rural education in China,2012,MICHAEL TRUCANO,https://blogs.worldbank.org/edutech/ict-and-rural-education-in-china,ICT and rural education in China,
2825,IDA: On the Frontlines of Ending Extreme Poverty,2017,AXEL VAN TROTSENBURG,https://blogs.worldbank.org/voices/ida-frontlines-ending-extreme-poverty,IDA frontlines,
2826,Behavioral Science Can Help More Consumers Bank Sustainably,NA,Griffin Smith,https://www.ideas42.org/blog/behavioral-science-can-help-more-consumers-bank-sustainably/,Ideas 42 Bank Sustainably,
2827,Nudge to Action: Behavioural Science for Sustainability,2021,Ideas 42 UN Environment,https://www.ideas42.org/blog/nudge-action-behavioural-science-sustainability/,Ideas42 Nudge to Action,
2828,The Potential of Behavioural Interventions for Optimising Energy Use at Home,2021,Elisabetta Cornago,https://www.iea.org/articles/the-potential-of-behavioural-interventions-for-optimising-energy-use-at-home,IEA- Beh Interventions Home Energy,
2824,IFC to DC Green Bank: Financing sustainable infrastructure from global to (very) local,2021,JAY LURIE,https://blogs.worldbank.org/ppps/ifc-dc-green-bank-financing-sustainable-infrastructure-global-very-local,IFC to DC Green Bank,
2825,"Green Energy: Papers We’re Reading, Week 13",2021,Allison White,https://irrationallabs.com/blog/papers-were-reading-week-13/,IL-Green Energy,
2826,"Improve Child Nutrition to Reduce Global Hunger, Says New Global Hunger Index",-,IFPRI,https://www.ifpri.org/news-release/improve-child-nutrition-reduce-global-hunger-says-new-global-hunger-index,"Improve Child Nutrition to Reduce Global Hunger, Says New Global Hunger Index",
2827,"In China, conserving the past helps the poor build a brighter future",2017,EDE IJJASZ-VASQUEZJUDY ZHENG JIA,https://blogs.worldbank.org/sustainablecities/china-conserving-past-helps-poor-build-brighter-future,"In China, conserving the past helps the poor build a brighter future",
2828,In Photos: Why Talk about Energy on World Water Day?,2014,World Bank,https://blogs.worldbank.org/water/photos-why-talk-about-energy-world-water-day,in photos why talk about energy,
2824,"In Rural India, Asking What Helps Girls Stay in School",2014,PRIYA PILLAI,https://blogs.worldbank.org/education/rural-india-asking-what-helps-girls-stay-school,"In Rural India, Asking What Helps Girls Stay in School",
2825,"In Senegal, food security and women’s empowerment go hand in hand",2017,LOUISE CORDMENNO MULDER-SIBANDA,https://blogs.worldbank.org/nasikiliza/in-senegal-food-security-and-womens-empowerment-go-hand-in-hand,"In Senegal, food security and women’s empowerment go hand in hand",
2826,Incentivizing collaboration to address childhood stunting,2017,CRAIG KULLMANNLUIS ANDRES,https://blogs.worldbank.org/water/incentivizing-collaboration-address-childhood-stunting,Incentivizing collaboration to address childhood stunting,
2827,Increasing legal awareness in Nigeria for poverty reduction,2019,AKINDELE ADENIYI,https://blogs.worldbank.org/nasikiliza/increasing-legal-awareness-in-nigeria-for-poverty-reduction,Increasing legal awareness in Nigeria for poverty reduction,
2828,"Increasing value for money in procurement under railway projects in China
",2015,JIANJUN GUO,https://blogs.worldbank.org/governance/increasing-value-money-procurement-under-railway-projects-china,Increasing value for money in procurement under railway projects in China,
2824,India's progress in clean water and sanitation,2021,Abhinav Akhilesh,https://kpmg.com/xx/en/blogs/home/posts/2021/06/india-progress-in-clean-water-and-sanitation.html,India clean water,
2825,India: Piloting a more intense approach to malnutrition in Karnataka,2020,SURESH KUNHI MOHAMMEDABEYAH ALOMAIR,https://blogs.worldbank.org/endpovertyinsouthasia/india-piloting-more-intense-approach-malnutrition-karnataka,India Piloting a more intense approach to malnutrition in Karnataka,
2826,The hard truth: Challenges of primary education in rural and remote Indonesia,,"DEWI SUSANTI, JAN PRIEBE & ADAMA BAH",https://blogs.worldbank.org/eastasiapacific/hard-truth-challenges-primary-education-rural-and-remote-indonesia,Indonesia education challenges,
2827,"To Survive the Pandemic, Indonesia’s Urban Poor Need Economic Support and Help with Basic Services",2020,"Joris van Etten, Tiffany M. Tran",https://blogs.adb.org/to-survive-the-pandemic-Indonesia-s-urban-poor-need-economic-support-and-help-with-basic-services,indonesia pandemic economic,
2828,“Industrial-strength” poverty reduction? Thoughts on Africa Industrialization Day,2015,ALETHEIA AMALIA DONALDELIANA CARRANZA,https://blogs.worldbank.org/africacan/industrial-strength-poverty-reduction-thoughts-on-africa-industrialization-day,Industrial-strength poverty reduction Thoughts on Africa Industrialization Day,
2824,One Way to Address Inflation: Take Action on Climate Change,2021,Yesim Elhan-Kayalar,https://blogs.adb.org/blog/one-way-address-inflation-take-action-climate-change,inflation climate change,
2825,Infrastructure: Times Are a-Changin’,2018,LAURENCE CARTER,https://blogs.worldbank.org/ppps/infrastructure-times-are-changin,Infrastructure Times Are a Changin,
2826,Making Infrastructure Work for Women and Girls in Asia and the Pacific,2019,Takehiko Nakao,https://blogs.adb.org/blog/making-infrastructure-work-women-and-girls-asia-and-pacific,infrasturcture work pacific,
2827,Innovative Finance in the Water and Sanitation Sector,2015,"JOEL KOLKER, BILL KINGDOM, ADA KARINA IZAGUIRRE BRADLEY",https://blogs.worldbank.org/water/innovative-finance-water-and-sanitation-sector,Innovative Finance in the Water and Sanitation Sector,
2828,Integrated Urban Water Management Key to Building Water Secure Cities in Indonesia,2022,"IRMA MAGDALENA SETIONO, GUSTAVO SALTIEL",https://blogs.worldbank.org/water/integrated-urban-water-management-key-building-water-secure-cities-indonesia,Integrated Urban Water,
2824,Building gender equality into intelligent transport systems in China,2012,YI YANG,https://blogs.worldbank.org/eastasiapacific/building-gender-equality-into-intelligent-transport-systems-in-china,Intelligient systems China,
2825,Interactive Educational Television in the Amazon,2014,MICHAEL TRUCANO,https://blogs.worldbank.org/edutech/interactive-educational-television-amazon,Interactive Educational Television in the Amazon,
2826,Interventions to address household food insecurity in high-income countries,2018,Cambridge University,https://www.cambridge.org/core/journals/proceedings-of-the-nutrition-society/article/interventions-to-address-household-food-insecurity-in-highincome-countries/F2D7D0B429C175D9098237B8F7CDDCDF,Interventions to address household food insecurity in high-income countries,
2827,Interventions to reduce household food insecurity: a synthesis of current concepts and approaches for Latin America,2008,Scielo,https://www.scielo.br/j/rn/a/Qr4jDHFBJVhBXknnvhtXnQQ/?lang=en,Interventions to reduce household food insecurity a synthesis of current concepts and approaches for Latin America,
2828,Iraq: Can COVID teach us how to build a better education system for all children?,2020,"ELISABETH SEDMIK, NATHALIE LAHIRE & MAY BEND",https://blogs.worldbank.org/arabvoices/iraq-can-covid-teach-us-how-build-better-education-system-all-children,Iraq Can COVID teach us how to build a better education system for all children,
2824,Is it harder for children from poor families in rural China to attain education?,2016,YAN SUNSHAHE EMRAN,https://blogs.worldbank.org/developmenttalk/it-harder-children-poor-families-rural-china-attain-education,Is it harder for children from poor families,
2825,Is there a tradeoff between debt sustainability and infrastructure investment?,2020,ŞEBNEM EROL MADAN,https://blogs.worldbank.org/ppps/there-tradeoff-between-debt-sustainability-and-infrastructure-investment,Is there a tradeoff between debt sustainability and infrastructure investment,
2826,"To support behaviour change, we need to understand how it works",2021,Lucy Richardson,https://council.science/current/blog/to-support-behaviour-change/,ISC- To support beh change we need to understand how,
2827,DigitALL: Innovation and Technology for Gender Equality,2023,AISHA MOHAMMEDELHASSAN HAMID,https://blogs.worldbank.org/youth-transforming-africa/digitall-innovation-and-technology-gender-equality,IT for GE,
2828,It’s time to end malnutrition in South Asia,2018,IDAH Z. PSWARAYI-RIDDIHOUGHDHUSHYANTH RAJU,https://blogs.worldbank.org/endpovertyinsouthasia/it-s-time-end-malnutrition-south-asia,It’s time to end malnutrition in South Asia,
2824,Job-creating business and poverty reduction,2005,PABLO H.,https://blogs.worldbank.org/psd/job-creating-business-and-poverty-reduction,Job-creating business and poverty reduction,
2825,Kenya Can … End Poverty,2009,WOLFGANG FENGLER,https://blogs.worldbank.org/africacan/kenya-can-end-poverty,Kenya Can … End Poverty,
2826,Sustainable mobility and citizen engagement: Korea shows the way,2018,JULIE BABINARD,https://blogs.worldbank.org/transport/sustainable-mobility-and-citizen-engagement-korea-shows-way,Korea Mobility,
2827,Last-minute gifting: do well and do good with these online donations,2008,CLAUDIA GABARAIN,https://blogs.worldbank.org/eastasiapacific/last-minute-gifting-do-well-and-do-good-with-these-online-donations,Last-minute gifting do well and do good with these online donations,
2828,Latin America and the Carribean: Mainstreaming Hygiene in Water and Sanitation Public Policies,2012,World Bank,https://blogs.worldbank.org/water/mainstreaming-hygiene-in-the-water-and-sanitation-public-policies-in-latin-america,latin america hygiene in water,
2824,Learning from or repeating the past? Industrial Zones in India (Pt 1),2012,ANAND VENKATESANLUKE JORDANIVAN ROSSIGNOL,https://blogs.worldbank.org/psd/learning-from-or-repeating-the-past-industrial-zones-in-india-pt-1,Learning from or repeating the past,
2825,Kigali Water: Lessons from one of sub-Saharan Africa’s first water PPPs,2018,EMILIO CATTANEO,https://blogs.worldbank.org/ppps/kigali-water-lessons-one-sub-saharan-africa-s-first-water-ppps,Lessons from Africa first water,
2826,Lessons from Peru: how to save children from stunting and other exemplars in global health,2020,MEERA SHEKARNIRANJAN BOSE,https://blogs.worldbank.org/health/lessons-peru-how-save-children-stunting-and-other-exemplars-global-health,Lessons from Peru how to save children from stunting and other exemplars in global health,
2827,Leveling the Playing Field: Can Digital Technologies Address Inequity in Cities?,2020,Bambang Susantono,https://blogs.adb.org/blog/leveling-playing-field-can-digital-technologies-address-inequity-cities,leveling playing field inequity,
2828,Leveraging Education as a Tool to Achieve Gender Equality – Strategies and Signposts,2020,Anushna Jha and Mehrin Shah,https://blogs.lse.ac.uk/gender/2020/04/08/leveraging-education-as-a-tool-to-achieve-gender-equality-strategies-and-signposts/,Leveraging education gender equality,
2824,Linking Child Malnutrition to Agriculture,2012,LESLIE ELDERYURIE TANIMICHI HOBERG,https://blogs.worldbank.org/health/linking-child-malnutrition-to-agriculture,Linking Child Malnutrition to Agriculture,
2825,Local roads bring greater connectivity and support to rural communities in Moldova,2020,BORIS CIOBANU & ELENA LUNGU,https://blogs.worldbank.org/europeandcentralasia/local-roads-bring-greater-connectivity-and-support-rural-communities-moldova,Local roads connectivity education,
2826,"Longreads: Geography of Poverty, Reporting Poverty, Chinese City Limiting Cars, a FarmVille for Africa",2012,DONNA BARNE,https://blogs.worldbank.org/voices/longreads-geography-of-poverty-reporting-poverty-chinese-city-limiting-cars-farmville-for-africa,"Longreads Geography of Poverty, Reporting Poverty, Chinese City Limiting Cars, a FarmVille for Africa",
2827,"Workshop on Behaviour, Wellbeing and the Environment",2021,Daniele Pollicino,https://blogs.lse.ac.uk/psychologylse/2021/11/25/workshop-on-behaviour-wellbeing-and-the-environment/,LSE_ Beh Env,
2828,Reflections from Bridging Theory and Practice: collaboration and impact,2017,Gemma Hutchinson,https://blogs.lse.ac.uk/psychologylse/2017/11/07/reflections-from-bridging-theory-and-practice-collaboration-and-impact/,LSE_ Bridging theory & practice,
